Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Metropolitan_Area
2019-04-15,58.92315789473684,129.30066666666667,12.588947368421053,24.126842105263158,28.58611111111111,15.752666666666666,2.6577777777777776,14.374444444444444,35.3421052631579,1.447058823529412,8.563076923076924,3.3442857142857143,147.42105263157896,0.5263157894736842
2019-04-16,55.39277777777777,124.05499999999999,11.748333333333333,25.328333333333333,26.804117647058824,11.787142857142857,1.7847058823529411,15.455882352941176,35.10666666666666,1.553125,8.302307692307693,3.762857142857143,144.44444444444446,0.5263157894736842
2019-04-17,43.589444444444446,102.87214285714286,9.904444444444444,22.926666666666666,23.971176470588233,12.641428571428571,1.3888235294117646,16.923529411764704,39.80277777777778,2.45875,7.337692307692308,3.198571428571429,127.55555555555556,0.5263157894736842
2019-04-18,40.596111111111114,90.94428571428571,11.823333333333332,25.21388888888889,29.066470588235294,13.631428571428572,1.3888235294117648,14.415882352941177,39.735,6.66,8.788461538461538,3.167142857142857,116.55555555555556,0.5263157894736842
2019-04-19,42.757222222222225,93.096,12.42315789473684,26.465263157894736,29.755000000000003,15.797333333333334,1.5827777777777778,15.131111111111112,40.19684210526316,1.6800000000000002,8.601538461538462,3.491428571428571,121.22222222222223,0.5263157894736842
2019-04-20,42.474736842105266,91.05,14.162631578947368,33.27368421052632,33.54222222222222,14.264666666666667,2.3466666666666667,17.66,43.59157894736842,1.4376470588235293,8.194615384615386,3.588571428571428,129.3684210526316,0.5263157894736842
2019-04-21,48.071176470588235,96.94285714285715,19.799999999999997,34.486666666666665,36.39764705882353,13.024285714285714,4.525882352941176,15.374117647058824,39.998333333333335,1.6681249999999999,8.79,4.581428571428572,178.38888888888889,0.5263157894736842
2019-04-22,55.17111111111112,111.312,18.619999999999997,33.96947368421053,38.65222222222222,15.362,3.06,17.171666666666667,40.26789473684211,1.8941176470588232,9.09153846153846,4.421428571428572,158.88888888888889,0.5263157894736842
2019-04-23,52.915,121.53214285714286,16.989444444444445,32.855555555555554,37.97176470588235,14.855714285714287,2.6917647058823526,16.97176470588235,40.26111111111111,2.104375,10.565384615384614,4.088571428571429,166.05555555555554,0.5263157894736842
2019-04-24,49.25444444444444,118.03066666666668,12.132222222222222,28.440555555555555,29.88111111111111,13.84142857142857,1.4310526315789474,15.049411764705882,37.47833333333333,1.723529411764706,8.55923076923077,3.7257142857142855,153.0,0.5263157894736842
2019-04-25,53.92411764705883,129.3093333333333,12.23,26.05333333333333,30.11941176470588,16.445333333333334,1.0811111111111111,12.729411764705883,37.193333333333335,1.314375,6.516666666666667,3.1199999999999997,133.33333333333334,0.5263157894736842
2019-04-26,57.103750000000005,132.13642857142858,12.327058823529413,25.695882352941176,30.69875,17.74142857142857,1.0605882352941176,11.3925,40.55235294117647,1.3433333333333333,7.236666666666667,3.3733333333333335,142.41176470588235,0.5263157894736842
2019-04-27,58.68833333333334,145.07666666666668,26.762105263157892,25.355,38.753888888888895,17.978,3.0278947368421054,14.82888888888889,42.439473684210526,1.322941176470588,8.463076923076922,4.25,143.52941176470588,0.5263157894736842
2019-04-28,58.50277777777777,137.78857142857143,14.272105263157895,22.080526315789474,27.489444444444445,18.627333333333333,4.983157894736841,14.014444444444443,37.69421052631579,1.2305882352941178,7.921538461538462,4.152857142857142,210.11111111111111,0.5263157894736842
2019-04-29,58.038333333333334,140.14,12.451578947368422,23.993157894736843,28.26111111111111,21.567999999999998,1.6878947368421053,15.174444444444443,35.556315789473686,1.3405882352941176,8.358461538461539,3.5557142857142856,190.88888888888889,0.5263157894736842
2019-04-30,54.17611111111111,115.232,13.791578947368421,25.4,28.14,19.509333333333334,1.4757894736842105,15.889444444444443,38.439473684210526,1.371764705882353,9.04076923076923,3.2157142857142857,139.05263157894737,0.5263157894736842
